"","X","Full.ID_Sample_Number","Site","Person","Surber_Dnet","dateID","Specimen","Length_mm","Width_mm","Order","Family","Genus","Analysis.State","Taxa.Name.Good","Jonny.Verify","Notes","Type","Storage","X18","Month","Month_num","Year","Month_Year","Month_Year_Num","taxonID","Replicate","Cummins2022_Number","FFG","a","b","Source","Equation","CPI","FBI_T","CPI_lower","CPI_higher","Calcd_Mass_mg","lengthClass","Density_Size","Mass_Average_Size","Biomass_Size","Ave_length_Size","Density_SizeDate","Mass_Average_SizeDate","Biomass_SizeDate","Ave_length_SizeDate"
"133",139,"44341_nhc_trichoptera_87","forested","rena_jonny","surber",2021-05-24,87,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y","too small to id to genus","larva","l_a10",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038,1,13,0.00525198028678725,0.0682757437282342,1.07869230769231,6,0.0038,0.0228,1
"134",140,"44341_nhc_trichoptera_90","forested","rena_jonny","surber",2021-05-24,90,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y","too small to id to genus","larva","l_a10",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401,2,42,0.0527837891426723,2.21691914399224,2.01838095238095,5,0.040403379378573,0.202016896892865,1.9
"135",141,"44341_nhc_trichoptera_97","forested","rena_jonny","surber",2021-05-24,97,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y","too small to id to genus","larva","l_a10",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038,1,13,0.00525198028678725,0.0682757437282342,1.07869230769231,6,0.0038,0.0228,1
"136",142,"44341_nhc_trichoptera_98","forested","rena_jonny","surber",2021-05-24,98,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y","too small to id to genus","larva","l_a10",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038,1,13,0.00525198028678725,0.0682757437282342,1.07869230769231,6,0.0038,0.0228,1
"137",143,"44340_ecgs_ephemeroptera_35","wastewater dominated","rena_jonny","surber",2021-05-24,35,2,NA,"ephemeroptera","leptohyphidae","tbd","bring to genus","yes","y",NA,"larva","s_a1",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_leptohyphidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,2,3,9,0.0445379089206776,2,8,0.0465665251022677,0.372532200818142,2,1,0.0445379089206776,0.0445379089206776,2
"138",144,"44341_nhc_ephemeroptera_0","forested","rena_jonny","surber",2021-05-24,0,2.5,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,0.13911697431238,2,14,0.0999619674980077,1.39946754497211,2.199,2,0.106632013000397,0.213264026000795,2.25
"139",145,"44341_nhc_ephemeroptera_0","forested","rena_jonny","surber",2021-05-24,0,3,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,0.232632955037539,3,25,0.239799302447495,5.99498256118738,3.02364,1,0.232632955037539,0.232632955037539,3
"140",146,"44340_ecgs_ephemeroptera_5","wastewater dominated","rena_jonny","surber",2021-05-24,5,3,NA,"ephemeroptera","leptohyphidae","tbd","bring to genus","yes","y",NA,"larva","s_a1",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_leptohyphidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,2,3,9,0.148257440135517,3,3,0.148257440135517,0.444772320406551,3,1,0.148257440135517,0.148257440135517,3
"141",147,"44341_nhc_ephemeroptera_0","forested","rena_jonny","surber",2021-05-24,0,4,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,0.523598597531856,4,24,0.527393643092668,12.657447434224,3.99925,3,0.592357454182441,1.77707236254732,4.16666666666667
"142",148,"44341_nhc_ephemeroptera_0","forested","rena_jonny","surber",2021-05-24,0,4,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,0.523598597531856,4,24,0.527393643092668,12.657447434224,3.99925,3,0.592357454182441,1.77707236254732,4.16666666666667
"143",149,"44341_nhc_ephemeroptera_0","forested","rena_jonny","surber",2021-05-24,0,4.5,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,0.72987516748361,4,24,0.527393643092668,12.657447434224,3.99925,3,0.592357454182441,1.77707236254732,4.16666666666667
"144",150,"44341_nhc_ephemeroptera_0","forested","rena_jonny","surber",2021-05-24,0,5,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,0.982391760483424,5,9,0.925341718059815,8.32807546253834,4.89055555555556,2,0.982391760483424,1.96478352096685,5
"145",151,"44341_nhc_ephemeroptera_0","forested","rena_jonny","surber",2021-05-24,0,5,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,0.982391760483424,5,9,0.925341718059815,8.32807546253834,4.89055555555556,2,0.982391760483424,1.96478352096685,5
"146",152,"44341_nhc_ephemeroptera_0","forested","rena_jonny","surber",2021-05-24,0,14,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,17.917209000849,14,1,17.917209000849,17.917209000849,14,1,17.917209000849,17.917209000849,14
"147",153,"44341_nhc_ephemeroptera_175","forested","rena_jonny","surber",2021-05-24,175,2,NA,"ephemeroptera","isonychiidae","isonychia","ready","yes","y",NA,"larva","l_a4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_isonychiidae",1,"10","filtering collectors (fc)",0.0105,2.82,"cummins et al., 2022","y=ax^b",6,2,3,9,0.074147051688415,2,14,0.0999619674980077,1.39946754497211,2.199,2,0.106632013000397,0.213264026000795,2.25
"148",154,"44518_ecgs_trichoptera_86","wastewater dominated","rena_jonny","surber",2021-11-18,86,1,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_d3",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038,1,1,0.0038,0.0038,1,1,0.0038,0.0038,1
"149",155,"44446_ecgs_trichoptera_64","wastewater dominated","rena_jonny","surber",2021-09-07,64,1.5,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","s_c4",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261,2,22,0.0408342109719095,0.898352641382009,1.88636363636364,2,0.031411028517831,0.062822057035662,1.75
"150",156,"44518_ecgs_trichoptera_129","wastewater dominated","rena_jonny","surber",2021-11-18,129,1.5,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_d3",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261,2,22,0.0408342109719095,0.898352641382009,1.88636363636364,17,0.0409609261464202,0.696335744489144,1.88235294117647
"151",157,"44341_nhc_ephemeroptera_105","forested","rena_jonny","surber",2021-05-24,105,5,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.519868780835587,5,25,0.54487017816127,13.6217544540317,5.0862,3,0.519868780835587,1.55960634250676,5
"152",158,"44341_nhc_ephemeroptera_11","forested","rena_jonny","surber",2021-05-24,11,6,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.844183134193001,6,17,0.81777724188929,13.9022131121179,5.924,3,0.844183134193001,2.532549402579,6
"153",159,"44341_nhc_ephemeroptera_110","forested","rena_jonny","surber",2021-05-24,110,8,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,1.8140479894127,8,5,1.8140479894127,9.0702399470635,8,1,1.8140479894127,1.8140479894127,8
"154",160,"44341_nhc_ephemeroptera_112","forested","rena_jonny","surber",2021-05-24,112,4,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.287216915160982,4,50,0.290402511718332,14.5201255859166,3.99988,4,0.287216915160982,1.14886766064393,4
"155",161,"44341_nhc_ephemeroptera_117","forested","rena_jonny","surber",2021-05-24,117,6,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.844183134193001,6,17,0.81777724188929,13.9022131121179,5.924,3,0.844183134193001,2.532549402579,6
"156",162,"44341_nhc_ephemeroptera_118","forested","rena_jonny","surber",2021-05-24,118,7,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,1.2718859937905,7,11,1.33350999730546,14.6686099703601,7.12109090909091,4,1.2718859937905,5.087543975162,7
"157",163,"44341_nhc_ephemeroptera_12","forested","rena_jonny","surber",2021-05-24,12,4,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.287216915160982,4,50,0.290402511718332,14.5201255859166,3.99988,4,0.287216915160982,1.14886766064393,4
"158",164,"44341_nhc_ephemeroptera_121","forested","rena_jonny","surber",2021-05-24,121,7,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,1.2718859937905,7,11,1.33350999730546,14.6686099703601,7.12109090909091,4,1.2718859937905,5.087543975162,7
"159",165,"44341_nhc_ephemeroptera_122","forested","rena_jonny","surber",2021-05-24,122,4,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.287216915160982,4,50,0.290402511718332,14.5201255859166,3.99988,4,0.287216915160982,1.14886766064393,4
"160",166,"44341_nhc_ephemeroptera_136","forested","rena_jonny","surber",2021-05-24,136,5,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.519868780835587,5,25,0.54487017816127,13.6217544540317,5.0862,3,0.519868780835587,1.55960634250676,5
"161",167,"44341_nhc_ephemeroptera_14","forested","rena_jonny","surber",2021-05-24,14,7,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,1.2718859937905,7,11,1.33350999730546,14.6686099703601,7.12109090909091,4,1.2718859937905,5.087543975162,7
"162",168,"44341_nhc_ephemeroptera_162","forested","rena_jonny","surber",2021-05-24,162,7,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,1.2718859937905,7,11,1.33350999730546,14.6686099703601,7.12109090909091,4,1.2718859937905,5.087543975162,7
"163",169,"44341_nhc_ephemeroptera_169","forested","rena_jonny","surber",2021-05-24,169,2.5,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.0823104506559603,2,34,0.0497779733944699,1.69245109541198,2.04844117647059,2,0.0638926492649562,0.127785298529912,2.25
"164",170,"44341_nhc_ephemeroptera_27","forested","rena_jonny","surber",2021-05-24,27,2,NA,"ephemeroptera","heptageniidae","tbd","bring to genus","yes","y",NA,"larva","l_b10",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_heptageniidae",1,"8","scrapers (sc)",0.0072,2.659,"cummins et al., 2022","y=ax^b",12,4,9,18,0.045474847873952,2,34,0.0497779733944699,1.69245109541198,2.04844117647059,2,0.0638926492649562,0.127785298529912,2.25
"165",171,"44341_nhc_ephemeroptera_19","forested","rena_jonny","surber",2021-05-24,19,4.8,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_b4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.597635470736734,5,4,0.627052771315143,2.50821108526057,4.875,3,0.611217388939133,1.8336521668174,4.83333333333333
"166",172,"44341_nhc_ephemeroptera_196","forested","rena_jonny","surber",2021-05-24,196,1.6,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_b4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.022977074068496,2,17,0.0612972889006663,1.04205391131133,2.18382352941176,10,0.0663561059668502,0.663561059668502,2.23
"167",173,"44341_nhc_ephemeroptera_30","forested","rena_jonny","surber",2021-05-24,30,1.4,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_b4",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0154628879735335,1,1,0.0154628879735335,0.0154628879735335,1.4,1,0.0154628879735335,0.0154628879735335,1.4
"168",176,"44518_ecgs_trichoptera_139","wastewater dominated","rena_jonny","surber",2021-11-18,139,1.5,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_d3",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261,2,22,0.0408342109719095,0.898352641382009,1.88636363636364,17,0.0409609261464202,0.696335744489144,1.88235294117647
"169",177,"44518_ecgs_trichoptera_142","wastewater dominated","rena_jonny","surber",2021-11-18,142,1.5,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_d3",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261,2,22,0.0408342109719095,0.898352641382009,1.88636363636364,17,0.0409609261464202,0.696335744489144,1.88235294117647
"170",178,"44518_ecgs_trichoptera_19","wastewater dominated","rena_jonny","surber",2021-11-18,19,1.5,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_d3",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261,2,22,0.0408342109719095,0.898352641382009,1.88636363636364,17,0.0409609261464202,0.696335744489144,1.88235294117647
"171",179,"44518_ecgs_trichoptera_71","wastewater dominated","rena_jonny","surber",2021-11-18,71,1.5,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_d3",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261,2,22,0.0408342109719095,0.898352641382009,1.88636363636364,17,0.0409609261464202,0.696335744489144,1.88235294117647
"172",180,"44340_ecgs_trichoptera_204","wastewater dominated","rena_jonny","surber",2021-05-24,204,2,NA,"trichoptera","hydropsychidae","hydropsyche","ready","yes","y",NA,"larva","l_a9",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401,2,22,0.0408342109719095,0.898352641382009,1.88636363636364,2,0.046398279952401,0.092796559904802,2
"173",181,"44340_ecgs_trichoptera_76","wastewater dominated","rena_jonny","surber",2021-05-24,76,2,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l_c6",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401,2,22,0.0408342109719095,0.898352641382009,1.88636363636364,2,0.046398279952401,0.092796559904802,2
"174",182,"44340_ecng_trichoptera_0","stormwater dominated","rena_jonny","surber",2021-05-24,0,4,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.566526416458257,4,20,0.56531097370506,11.3062194741012,3.979,4,0.566526416458257,2.26610566583303,4
"175",183,"44340_ecng_trichoptera_103","stormwater dominated","rena_jonny","surber",2021-05-24,103,8,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,6.91732928191071,8,5,7.06484127032773,35.3242063516387,8.037,1,6.91732928191071,6.91732928191071,8
"176",184,"44340_ecng_trichoptera_105","stormwater dominated","rena_jonny","surber",2021-05-24,105,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401,2,75,0.0446910236722088,3.35182677541566,1.94072,14,0.0378341362755039,0.529677907857054,1.85714285714286
"177",185,"44340_ecng_trichoptera_111","stormwater dominated","rena_jonny","surber",2021-05-24,111,4,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.566526416458257,4,20,0.56531097370506,11.3062194741012,3.979,4,0.566526416458257,2.26610566583303,4
"178",186,"44340_ecng_trichoptera_112","stormwater dominated","rena_jonny","surber",2021-05-24,112,7,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,4.27156993455442,7,9,4.06549067318343,36.5894160586508,6.89488888888888,1,4.27156993455442,4.27156993455442,7
"179",187,"44340_ecng_trichoptera_119","stormwater dominated","rena_jonny","surber",2021-05-24,119,6,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.44855357254977,6,13,2.28360187603012,29.6868243883916,5.87307692307692,2,2.44855357254977,4.89710714509954,6
"180",188,"44340_ecng_trichoptera_132","stormwater dominated","rena_jonny","surber",2021-05-24,132,3,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.20053552815394,3,60,0.192379248643562,11.5427549186137,2.94911666666666,3,0.20053552815394,0.60160658446182,3
"181",189,"44340_ecng_trichoptera_141","stormwater dominated","rena_jonny","surber",2021-05-24,141,1.5,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261,2,75,0.0446910236722088,3.35182677541566,1.94072,14,0.0378341362755039,0.529677907857054,1.85714285714286
"182",190,"44340_ecng_trichoptera_164","stormwater dominated","rena_jonny","surber",2021-05-24,164,3,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.20053552815394,3,60,0.192379248643562,11.5427549186137,2.94911666666666,3,0.20053552815394,0.60160658446182,3
"183",191,"44340_ecng_trichoptera_176","stormwater dominated","rena_jonny","surber",2021-05-24,176,6,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.44855357254977,6,13,2.28360187603012,29.6868243883916,5.87307692307692,2,2.44855357254977,4.89710714509954,6
"184",192,"44340_ecng_trichoptera_18","stormwater dominated","rena_jonny","surber",2021-05-24,18,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_d4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401,2,75,0.0446910236722088,3.35182677541566,1.94072,14,0.0378341362755039,0.529677907857054,1.85714285714286
"185",193,"44518_nhc_trichoptera_19","forested","tayton","surber ",2021-11-18,19,13,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,39.9134343683671,13,1,39.9134343683671,39.9134343683671,13,1,39.9134343683671,39.9134343683671,13
"186",194,"44340_ecng_ephemeroptera_0","stormwater dominated","rena_jonny","surber",2021-05-24,0,2,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_d7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0445379089206776,2,9,0.0556283951498407,0.500655556348566,2.11111111111111,9,0.0556283951498407,0.500655556348566,2.11111111111111
"187",195,"44340_ecng_ephemeroptera_117","stormwater dominated","rena_jonny","surber",2021-05-24,117,4,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_d7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.348004444039749,4,8,0.346256735310649,2.77005388248519,3.981875,5,0.348004444039749,1.74002222019874,4
"188",196,"44340_ecng_ephemeroptera_125","stormwater dominated","rena_jonny","surber",2021-05-24,125,4,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_d7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.348004444039749,4,8,0.346256735310649,2.77005388248519,3.981875,5,0.348004444039749,1.74002222019874,4
"189",197,"44340_ecng_ephemeroptera_138","stormwater dominated","rena_jonny","surber",2021-05-24,138,5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_d7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae",1,"9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.674558918443174,5,3,0.651141680325333,1.953425040976,4.93933333333333,2,0.674558918443174,1.34911783688635,5
