"","Full-ID_Sample_Number","Site","Person","Surber_Dnet","Sampling_Date","Specimen","Length_mm","Width_mm","Order","Family","Genus","Analysis.State","Taxa.Name.Good","Jonny.Verify","Notes","Type","Storage","X18","Month","Month_num","Year","Month_Year","Month_Year_Num","Order_Family","Replicate","Cummins2022_Number","FFG","a","b","Source","Equation","CPI","FBI_T","CPI_lower","CPI_higher","Calcd_Mass_mg"
"1091","44340_ecng_trichoptera_245","stormwater dominated","rena_jonny","surber",2021-05-24,245,4,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.566526416458257
"1092","44340_ecng_trichoptera_250","stormwater dominated","rena_jonny","surber",2021-05-24,250,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401
"1093","44340_ecng_trichoptera_262","stormwater dominated","rena_jonny","surber",2021-05-24,262,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038
"1094","44340_ecng_trichoptera_276","stormwater dominated","rena_jonny","surber",2021-05-24,276,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401
"1095","44340_ecng_trichoptera_277","stormwater dominated","rena_jonny","surber",2021-05-24,277,1.5,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261
"1096","44340_ecng_trichoptera_284","stormwater dominated","rena_jonny","surber",2021-05-24,284,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401
"1097","44340_ecng_trichoptera_334","stormwater dominated","rena_jonny","surber",2021-05-24,334,1.5,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261
"1098","44340_ecng_trichoptera_36","stormwater dominated","rena_jonny","surber",2021-05-24,36,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038
"1099","44340_ecng_trichoptera_43","stormwater dominated","rena_jonny","surber",2021-05-24,43,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038
"1100","44340_ecng_trichoptera_45","stormwater dominated","rena_jonny","surber",2021-05-24,45,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038
"1101","44340_ecng_trichoptera_46","stormwater dominated","rena_jonny","surber",2021-05-24,46,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038
"1102","44340_ecng_trichoptera_47","stormwater dominated","rena_jonny","surber",2021-05-24,47,1,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0038
"1103","44340_ecng_trichoptera_5","stormwater dominated","rena_jonny","surber",2021-05-24,5,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401
"1104","44340_ecng_trichoptera_55","stormwater dominated","rena_jonny","surber",2021-05-24,55,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401
"1105","44340_ecng_trichoptera_60","stormwater dominated","rena_jonny","surber",2021-05-24,60,2,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.046398279952401
"1106","44340_ecng_trichoptera_86","stormwater dominated","rena_jonny","surber",2021-05-24,86,1.5,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","l_f4",NA,"May",5,2021,"2021_May","2021_5","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.016423777083261
"1107","44341_nhc_plecoptera_9","forested","rena_jonny","surber",2021-05-25,9,5,NA,"plecoptera","perlidae","perlesta","bring to genus","yes","y",NA,"larva","l_f7",NA,"May",5,2021,"2021_May","2021_5","plecoptera_perlidae","1","11","predators (p)",0.0131,2.606,"cummins et al., 2022","y=ax^b",12,1,9,18,0.868534605489332
"1108","44341_nhc_plecoptera_9","forested","rena_jonny","surber",2021-05-25,9,9,NA,"plecoptera","perlidae","perlesta","bring to genus","yes","y","also put a cast in this vial","larva","l_f7",NA,"May",5,2021,"2021_May","2021_5","plecoptera_perlidae","1","11","predators (p)",0.0131,2.606,"cummins et al., 2022","y=ax^b",12,1,9,18,4.01816045548606
"1109","44340_ecng_diptera_11","stormwater dominated","rena_jonny","surber",2021-05-24,11,4,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"1110","44340_ecng_diptera_118","stormwater dominated","rena_jonny","surber",2021-05-24,118,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1111","44340_ecng_diptera_12","stormwater dominated","rena_jonny","surber",2021-05-24,12,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"1112","44340_ecng_diptera_120","stormwater dominated","rena_jonny","surber",2021-05-24,120,5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"1113","44340_ecng_diptera_131","stormwater dominated","rena_jonny","surber",2021-05-24,131,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa, tail end missing","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1114","44340_ecng_diptera_135","stormwater dominated","rena_jonny","surber",2021-05-24,135,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa, tail end missing","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1115","44340_ecng_diptera_137","stormwater dominated","rena_jonny","surber",2021-05-24,137,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1116","44340_ecng_diptera_155","stormwater dominated","rena_jonny","surber",2021-05-24,155,5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"1117","44340_ecng_diptera_158","stormwater dominated","rena_jonny","surber",2021-05-24,158,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1118","44340_ecng_diptera_161","stormwater dominated","rena_jonny","surber",2021-05-24,161,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1119","44340_ecng_diptera_170","stormwater dominated","rena_jonny","surber",2021-05-24,170,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1120","44340_ecng_diptera_180","stormwater dominated","rena_jonny","surber",2021-05-24,180,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"1121","44340_ecng_diptera_181","stormwater dominated","rena_jonny","surber",2021-05-24,181,5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"1122","44340_ecng_diptera_207","stormwater dominated","rena_jonny","surber",2021-05-24,207,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"1123","44340_ecng_diptera_247","stormwater dominated","rena_jonny","surber",2021-05-24,247,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1124","44340_ecng_diptera_251","stormwater dominated","rena_jonny","surber",2021-05-24,251,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1125","44340_ecng_diptera_257","stormwater dominated","rena_jonny","surber",2021-05-24,257,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1126","44340_ecng_diptera_259","stormwater dominated","rena_jonny","surber",2021-05-24,259,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1127","44340_ecng_diptera_297","stormwater dominated","rena_jonny","surber",2021-05-24,297,6,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.31179005747897
"1128","44340_ecng_diptera_307","stormwater dominated","rena_jonny","surber",2021-05-24,307,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1129","44340_ecng_diptera_310","stormwater dominated","rena_jonny","surber",2021-05-24,310,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1130","44340_ecng_diptera_320","stormwater dominated","rena_jonny","surber",2021-05-24,320,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1131","44340_ecng_diptera_323","stormwater dominated","rena_jonny","surber",2021-05-24,323,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1132","44340_ecng_diptera_326","stormwater dominated","rena_jonny","surber",2021-05-24,326,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1133","44340_ecng_diptera_50","stormwater dominated","rena_jonny","surber",2021-05-24,50,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1134","44340_ecng_diptera_62","stormwater dominated","rena_jonny","surber",2021-05-24,62,4,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"1135","44340_ecng_diptera_68","stormwater dominated","rena_jonny","surber",2021-05-24,68,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1136","44340_ecng_diptera_74","stormwater dominated","rena_jonny","surber",2021-05-24,74,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1137","44340_ecng_diptera_80","stormwater dominated","rena_jonny","surber",2021-05-24,80,4,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"1138","44340_ecng_diptera_81","stormwater dominated","rena_jonny","surber",2021-05-24,81,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1139","44340_ecng_diptera_88","stormwater dominated","rena_jonny","surber",2021-05-24,88,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1140","44340_ecng_diptera_90","stormwater dominated","rena_jonny","surber",2021-05-24,90,5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"1141","44340_ecng_diptera_95","stormwater dominated","rena_jonny","surber",2021-05-24,95,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_g3",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1142","44341_nhc_ephemeroptera_217","forested","rena_jonny","surber",2021-05-25,217,4.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.493518198051986
"1143","44341_nhc_ephemeroptera_218","forested","rena_jonny","surber",2021-05-25,218,6,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,1.15843445009973
"1144","44341_nhc_ephemeroptera_219","forested","rena_jonny","surber",2021-05-25,219,3,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.148257440135517
"1145","44341_nhc_ephemeroptera_220","forested","rena_jonny","surber",2021-05-25,220,2.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0863306322255508
"1146","44341_nhc_ephemeroptera_221","forested","rena_jonny","surber",2021-05-25,221,2.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0863306322255508
"1147","44341_nhc_ephemeroptera_222","forested","rena_jonny","surber",2021-05-25,222,6.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,1.4688446693319
"1148","44341_nhc_ephemeroptera_36","forested","rena_jonny","surber",2021-05-25,36,4,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.348004444039749
"1149","44341_nhc_ephemeroptera_38","forested","rena_jonny","surber",2021-05-25,38,2.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y","missing legs and gills","larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0863306322255508
"1150","44341_nhc_ephemeroptera_44","forested","rena_jonny","surber",2021-05-25,44,1.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0189741150685255
"1151","44341_nhc_ephemeroptera_77","forested","rena_jonny","surber",2021-05-25,77,3,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.148257440135517
"1152","44341_nhc_ephemeroptera_78","forested","rena_jonny","surber",2021-05-25,78,2.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y","missing legs and gills","larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0863306322255508
"1153","44341_nhc_ephemeroptera_86","forested","rena_jonny","surber",2021-05-25,86,3,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.148257440135517
"1154","44341_nhc_ephemeroptera_88","forested","rena_jonny","surber",2021-05-25,88,3,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.148257440135517
"1155","44341_nhc_ephemeroptera_89","forested","rena_jonny","surber",2021-05-25,89,3,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.148257440135517
"1156","44341_nhc_ephemeroptera_91","forested","rena_jonny","surber",2021-05-25,91,3.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.234196648208423
"1157","44341_nhc_ephemeroptera_92","forested","rena_jonny","surber",2021-05-25,92,5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.674558918443174
"1158","44341_nhc_ephemeroptera_96","forested","rena_jonny","surber",2021-05-25,96,2.5,NA,"ephemeroptera","baetidae","tbd","bring to genus","yes","y",NA,"larva","l_g7",NA,"May",5,2021,"2021_May","2021_5","ephemeroptera_baetidae","1","9","gathering collectors (gc)",0.0057,2.966,"cummins et al., 2022","y=ax^b",6,4,3,9,0.0863306322255508
"1159","44340_ecng_diptera_343","stormwater dominated","rena_jonny","surber",2021-05-24,343,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"1160","44340_ecng_diptera_344","stormwater dominated","rena_jonny","surber",2021-05-24,344,6.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.388249078146766
"1161","44340_ecng_diptera_345","stormwater dominated","rena_jonny","surber",2021-05-24,345,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"1162","44340_ecng_diptera_347","stormwater dominated","rena_jonny","surber",2021-05-24,347,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"1163","44340_ecng_diptera_348","stormwater dominated","rena_jonny","surber",2021-05-24,348,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"1164","44340_ecng_diptera_349","stormwater dominated","rena_jonny","surber",2021-05-24,349,6,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.31179005747897
"1165","44340_ecng_diptera_350","stormwater dominated","rena_jonny","surber",2021-05-24,350,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"1166","44340_ecng_diptera_351","stormwater dominated","rena_jonny","surber",2021-05-24,351,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_h6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
